CustomerID,Age,Gender,Tenure,Usage Frequency,Support Calls,Payment Delay,Subscription Type,Total Spend,Churn,,,,
2126,73,Female,37,48,1,26,Basic,3455,0,,,,
2127,23,Female,1,8,3,23,Standard,3734,0,,,,
2128,22,Female,39,17,2,28,Standard,476,0,,,,
2129,22,Female,36,46,3,20,Premium,3551,1,,,,
2130,71,Female,53,44,6,17,Standard,2569,1,,,,
2131,64,Male,48,3,9,10,Standard,1031,0,,,,
2132,40,Unknown,57,27,1,11,Standard,1951,1,,,,
2133,66,Female,33,34,1,4,Standard,863,0,,,,
2134,26,Male,10,45,8,1,Standard,4940,0,,,,
2135,52,Female,35,21,5,21,Basic,2366,0,,,,
2136,37,Female,10,43,6,23,Standard,4252,0,,,,
2137,75,Female,8,24,4,17,Standard,4882,0,,,,
2138,66,Female,5,44,4,21,Standard,4309,0,,,,
2139,78,Male,55,41,3,5,Basic,3417,0,,,,
2140,76,Unknown,33,29,7,0,Basic,2451,0,,,,
2141,59,Female,57,39,6,8,Standard,3145,0,,,,
2142,52,Female,46,6,9,14,Standard,3486,1,,,,
2143,67,Male,36,14,1,27,Basic,1199,0,,,,
2144,35,Male,31,14,1,7,Basic,2450,0,,,,
2145,79,Female,59,,5,27,Standard,3058,0,,,,
2146,34,Male,11,24,0,13,Basic,1747,0,,,,
2147,41,Male,44,13,6,3,Premium,2881,0,,,,
2148,20,Female,31,1,7,,Basic,3755,1,,,,
2149,49,Female,16,12,9,19,Basic,1599,0,,,,
2150,52,Male,3,42,7,7,Basic,101,0,,,,
2151,55,Male,41,24,2,9,Basic,2204,0,,,,
2152,30,Male,32,37,6,17,Standard,557,1,,,,
2153,73,Female,42,20,0,17,Basic,4886,0,,,,
2154,78,Male,47,6,2,18,Basic,640,0,,,,
2155,64,Male,42,12,5,29,,3263,0,,,,
2156,42,Female,8,21,8,3,Basic,1920,1,,,,
2157,26,Unknown,33,3,4,26,Basic,2486,0,,,,
2158,21,Female,38,27,4,12,Basic,3542,0,,,,
2159,31,Male,50,46,8,5,Standard,2906,1,,,,
2160,54,Male,29,36,8,20,Standard,4451,1,,,,
2161,51,Female,49,17,5,25,Premium,4080,1,,,,
2162,28,Male,19,49,4,12,Standard,1182,1,,,,
2163,58,Female,38,46,9,25,Standard,475,0,,,,
2164,73,Male,22,15,1,22,,1636,1,,,,
2165,20,Male,40,39,7,21,Standard,486,1,,,,
2166,76,Female,43,4,7,29,Basic,911,0,,,,
2167,45,Female,34,17,6,15,Standard,282,0,,,,
2168,46,Female,22,38,7,19,Standard,2463,0,,,,
2169,26,Male,53,11,2,26,Basic,1570,0,,,,
2170,20,Male,57,12,2,9,Basic,3842,1,,,,
2171,42,Female,47,47,1,8,Standard,1883,0,,,,
2172,51,Female,38,32,0,6,Basic,3399,1,,,,
2173,29,Male,22,27,2,16,Standard,2976,1,,,,
2174,59,Male,57,44,2,23,Basic,2959,1,,,,
2175,26,Male,36,43,6,19,Standard,1922,0,,,,
2176,32,Unknown,56,27,9,6,Basic,3092,0,,,,
2177,57,Female,22,49,8,26,Standard,4497,1,,,,
2178,42,Female,38,40,0,1,Standard,4919,0,,,,
2179,22,Male,27,44,7,27,Premium,2798,0,,,,
2180,28,Unknown,18,29,0,18,Standard,1188,1,,,,
2181,76,Male,48,9,2,0,Standard,1592,0,,,,
2182,51,Female,47,43,3,1,Premium,2519,0,,,,
2183,41,Female,29,3,7,26,Basic,1453,1,,,,
2184,77,Male,20,39,0,4,Basic,2156,0,,,,
2185,32,Male,23,29,1,17,Basic,1527,0,,,,
2186,55,Male,20,21,4,28,Basic,742,0,,,,
2187,25,Male,25,,5,5,,747,0,,,,
2188,76,Female,50,48,4,5,Standard,1013,0,,,,
2189,22,Female,56,10,2,21,Standard,3969,0,,,,
2190,65,Female,49,23,9,,Standard,4716,0,,,,
2191,43,Female,50,39,6,26,Premium,2425,0,,,,
2192,35,Female,59,25,0,15,Basic,1005,0,,,,
2193,23,Male,35,24,1,15,Standard,2649,0,,,,
2194,54,Male,25,20,8,29,Basic,1092,0,,,,
2195,77,Unknown,32,15,3,2,Standard,4691,1,,,,
2196,65,Male,58,21,7,26,Standard,3658,1,,,,
2197,30,Female,35,42,8,2,Premium,2470,0,,,,
2198,45,Male,3,12,6,25,Standard,1332,0,,,,
2199,22,Female,8,18,0,22,Basic,1426,0,,,,
2200,30,Female,7,23,4,28,Premium,3463,0,,,,
2201,34,Male,1,41,5,28,Premium,4112,0,,,,
2202,67,Male,28,29,7,3,Basic,4022,0,,,,
2203,57,Female,22,41,9,5,Basic,2820,0,,,,
2204,62,Male,5,36,7,27,Basic,2211,0,,,,
2205,49,Male,54,5,8,23,Standard,1890,1,,,,
2206,79,Female,42,39,8,2,Premium,509,1,,,,
2207,46,Male,35,26,3,24,Basic,1754,0,,,,
2208,68,Female,45,39,5,8,Standard,4287,1,,,,
2209,75,Female,20,11,2,2,Basic,3689,0,,,,
2210,20,Male,21,42,0,5,Basic,4078,1,,,,
2211,73,Female,8,11,5,20,Basic,1169,0,,,,
2212,57,Female,33,18,0,19,Standard,2772,0,,,,
2213,51,Male,58,12,8,23,Premium,4651,0,,,,
2214,57,Male,56,16,5,,Standard,1040,0,,,,
2215,44,Male,25,27,0,8,Standard,2757,0,,,,
2216,30,Male,0,36,2,14,Basic,2103,1,,,,
2217,62,Male,35,17,0,27,Basic,2854,0,,,,
2218,50,Male,43,49,1,8,Basic,3583,0,,,,
2219,23,Male,4,21,5,4,Basic,3585,0,,,,
2220,41,Female,40,37,6,20,Standard,760,1,,,,
2221,36,Female,21,31,0,26,Standard,3043,1,,,,
2222,33,Female,3,45,9,15,Basic,405,0,,,,
2223,57,Female,47,35,4,2,Basic,956,0,,,,
2224,45,Female,1,27,5,8,Basic,3041,1,,,,
2225,50,Female,15,23,3,16,,548,0,,,,
2226,76,Female,15,32,5,27,Standard,3022,0,,,,
2227,76,Male,52,17,4,2,Standard,4968,0,,,,
2228,65,Female,55,11,6,6,Standard,2950,1,,,,
2229,58,Male,55,1,3,6,Basic,2894,0,,,,
2230,30,Male,21,28,0,20,Standard,1330,0,,,,
2231,60,Female,42,18,1,5,Premium,2875,0,,,,
2232,,Male,0,49,5,19,Standard,581,0,,,,
2233,42,Male,14,,9,7,Basic,3168,0,,,,
2234,70,Female,23,20,1,3,Standard,3527,1,,,,
2235,59,Female,3,7,4,25,Standard,1260,0,,,,
2236,53,Female,17,37,3,14,Premium,1292,0,,,,
2237,44,Female,16,16,6,5,Basic,4425,0,,,,
2238,55,Male,6,39,3,15,Basic,1617,0,,,,
2239,77,Male,49,45,6,4,Standard,2124,0,,,,
2240,24,Female,44,45,7,11,,588,0,,,,
2241,22,Male,51,47,6,13,Premium,1808,0,,,,
2242,60,Female,51,23,1,25,Standard,1399,0,,,,
2243,62,Male,9,32,0,5,Basic,4192,0,,,,
2244,75,Male,0,49,4,2,Standard,3823,0,,,,
2245,74,Female,1,17,6,28,Basic,2819,1,,,,
2246,68,Female,48,19,0,18,Standard,1185,1,,,,
2247,48,Female,21,42,7,9,Basic,3304,1,,,,
2248,40,Female,31,34,2,6,Premium,2267,1,,,,
2249,59,Male,28,14,6,12,Basic,2959,0,,,,
2250,27,Male,34,3,2,0,Standard,1280,0,,,,
2251,49,Male,16,39,3,0,Basic,3630,1,,,,
2252,60,Male,11,25,7,16,Standard,2559,0,,,,
2253,70,Male,23,11,1,21,Basic,3678,1,,,,
2254,47,Female,29,49,5,3,Premium,4426,0,,,,
2255,56,Male,43,15,9,13,Standard,1701,0,,,,
2256,,Female,29,19,8,5,Basic,2375,0,,,,
2257,35,Female,19,43,9,29,Basic,4625,0,,,,
2258,53,Male,41,15,8,13,Standard,244,0,,,,
2259,19,Male,6,15,4,14,Basic,2308,0,,,,
2260,31,Male,41,38,2,0,Basic,388,1,,,,
2261,30,Female,49,15,5,19,Standard,4279,0,,,,
2262,46,Male,53,9,8,15,Standard,633,0,,,,
2263,29,Male,37,5,5,3,Basic,280,0,,,,
2264,56,Female,6,19,3,1,Standard,3132,0,,,,
2265,19,Male,59,24,4,0,Standard,3664,1,,,,
2266,49,Female,48,29,6,12,Premium,1167,0,,,,
2267,,Female,29,5,9,15,Premium,2990,1,,,,
2268,63,Female,11,22,2,7,Standard,4565,1,,,,
2269,44,Male,48,13,8,21,Premium,1029,1,,,,
2270,66,Female,30,49,0,3,Standard,4614,0,,,,
2271,58,Female,17,47,7,1,Basic,1063,0,,,,
2272,34,Male,45,46,4,27,Basic,3449,0,,,,
2273,57,Male,42,29,9,12,Premium,3616,1,,,,
2274,48,Male,1,16,8,4,Premium,3256,1,,,,
2275,51,Female,52,36,1,24,,2940,0,,,,
2276,77,Female,32,17,0,22,Standard,2226,0,,,,
2277,41,Female,10,20,9,19,Standard,3998,0,,,,
2278,62,Female,33,14,6,20,Basic,1859,0,,,,
2279,52,Male,15,6,9,23,Basic,1579,0,,,,
2280,65,Male,53,22,8,26,Standard,4902,1,,,,
2281,23,Female,34,40,4,12,Standard,1076,0,,,,
2282,36,Female,51,9,3,4,Basic,1060,1,,,,
2283,47,Male,32,32,3,15,Standard,3527,0,,,,
2284,24,Female,20,24,7,27,Standard,3999,0,,,,
2285,27,Female,19,,0,5,Premium,180,0,,,,
2286,58,Female,7,13,0,15,Basic,4765,1,,,,
2287,49,Female,50,35,7,28,Standard,2959,0,,,,
2288,51,Female,25,6,1,25,Standard,1756,0,,,,
2289,45,Male,32,49,9,21,Basic,2649,0,,,,
2290,77,Female,25,40,5,23,Basic,1171,0,,,,
2291,32,Male,36,30,1,12,Basic,1760,0,,,,
2292,47,Female,29,38,4,10,Standard,2812,0,,,,
2293,54,Male,30,16,2,20,Standard,2556,0,,,,
2294,46,Female,32,1,6,0,Premium,924,0,,,,
2295,39,Female,10,42,8,3,Standard,3184,0,,,,
2296,21,Male,52,18,1,2,Basic,1968,0,,,,
2297,37,Male,40,22,6,17,Premium,3951,0,,,,
2298,49,Unknown,4,26,7,22,Premium,4422,0,,,,
2299,53,Unknown,1,14,9,15,Standard,1087,0,,,,
2300,67,Male,12,37,7,12,Basic,290,0,,,,
2301,21,Unknown,17,49,6,12,Basic,1123,0,,,,
2302,44,Female,25,14,3,6,Standard,4663,1,,,,
2303,34,Female,24,26,3,23,Standard,4223,0,,,,
2304,29,Male,43,36,9,14,Basic,3394,0,,,,
2305,39,Female,13,23,8,25,Standard,3213,1,,,,
2306,34,Female,4,2,9,14,Basic,3763,1,,,,
2307,27,Female,58,39,8,4,Premium,2185,1,,,,
2308,71,Female,55,7,4,16,Premium,1256,0,,,,
2309,18,Female,41,39,6,21,Basic,1811,0,,,,
2310,39,Female,51,45,6,21,Basic,4705,0,,,,
2311,,Male,1,,8,10,Basic,262,1,,,,
2312,73,Male,3,28,6,23,Basic,4499,0,,,,
2313,76,Male,11,38,7,12,Basic,2894,1,,,,
2314,35,Male,10,20,6,9,Standard,4977,0,,,,
2315,67,Female,3,49,3,14,Basic,153,0,,,,
2316,31,Female,42,18,1,1,Standard,473,0,,,,
2317,64,Female,8,24,2,10,Basic,976,0,,,,
2318,46,Male,9,33,6,24,Basic,2875,1,,,,
2319,29,Female,26,45,8,10,Basic,3829,0,,,,
2320,53,Male,5,26,1,28,Standard,2965,1,,,,
2321,76,Male,14,19,6,21,Basic,2784,1,,,,
2322,52,Male,41,48,3,0,Premium,2808,0,,,,
2323,69,Female,30,42,6,24,Basic,3388,0,,,,
2324,78,Male,21,13,4,7,Standard,139,1,,,,
2325,29,Female,52,10,6,25,Premium,1754,0,,,,
2326,24,Male,5,14,5,16,Standard,897,0,,,,
2327,46,Female,32,9,1,7,Standard,809,1,,,,
2328,28,Female,28,11,6,12,Basic,4824,0,,,,
2329,50,Female,20,3,4,22,Premium,124,0,,,,
2330,23,Female,59,40,8,4,Standard,4153,0,,,,
2331,64,Female,53,12,0,28,Basic,2214,1,,,,
2332,32,Female,55,35,0,5,Basic,2844,0,,,,
2333,49,Female,51,39,1,19,Standard,2450,0,,,,
2334,68,Male,29,46,7,24,Basic,4673,0,,,,
2335,28,Male,20,,8,24,Standard,4300,1,,,,
2336,75,Male,35,32,6,28,Basic,2804,1,,,,
2337,40,Female,54,39,0,25,Standard,1556,0,,,,
2338,43,Female,57,14,6,13,Basic,1173,1,,,,
2339,51,Female,21,44,7,16,Standard,1335,0,,,,
2340,,Female,45,1,6,15,Basic,4797,1,,,,
2341,51,Male,19,27,4,27,Standard,4584,1,,,,
2342,46,Female,21,37,6,,Premium,3466,0,,,,
2343,21,Unknown,51,43,9,18,Premium,4624,0,,,,
2344,34,Male,59,1,1,27,Basic,2164,1,,,,
2345,52,Female,39,45,8,1,Standard,4638,0,,,,
2346,30,Male,10,29,1,3,Standard,3526,0,,,,
2347,58,Female,46,24,1,19,Premium,1116,0,,,,
2348,56,Male,30,17,4,8,Standard,2117,0,,,,
2349,32,Female,50,35,7,3,Basic,3523,1,,,,
2350,72,Female,39,31,5,4,Basic,2525,0,,,,
2351,46,Male,12,42,8,5,Standard,4587,0,,,,
2352,46,Male,17,32,5,19,Basic,4225,0,,,,
2353,28,Female,21,19,4,0,Premium,4326,1,,,,
2354,69,Unknown,55,31,0,12,,4596,1,,,,
2355,49,Female,16,39,7,17,Standard,4318,0,,,,
2356,19,Female,37,20,2,2,Basic,1019,1,,,,
2357,64,Male,24,28,1,19,Standard,3934,0,,,,
2358,31,Female,31,3,6,4,Standard,4151,1,,,,
2359,37,Female,14,32,1,12,Standard,4269,0,,,,
2360,39,Female,12,22,0,9,Basic,3643,0,,,,
2361,28,Male,57,44,1,25,Basic,210,0,,,,
2362,44,Female,25,42,5,2,Basic,3882,0,,,,
2363,20,Female,49,44,1,10,Basic,2324,0,,,,
2364,34,Female,10,15,0,0,Premium,3191,0,,,,
2365,79,Female,12,38,0,26,Premium,2352,0,,,,
2366,61,Female,32,19,3,26,Standard,3693,1,,,,
2367,73,Female,49,,7,14,Premium,3180,1,,,,
2368,45,Male,36,26,5,23,Basic,2090,0,,,,
2369,46,Female,37,,3,23,Standard,4047,0,,,,
2370,38,Male,0,20,5,28,Standard,3746,0,,,,
2371,64,Male,38,2,5,3,Standard,2227,1,,,,
2372,33,Male,26,21,8,14,Basic,1667,0,,,,
2373,54,Female,35,36,3,6,Premium,3687,1,,,,
2374,76,Male,31,28,5,14,Standard,2273,0,,,,
2375,37,Male,40,20,9,3,Standard,4703,0,,,,
2376,23,Female,14,37,0,29,Standard,2522,0,,,,
2377,36,Male,30,39,6,2,Basic,4729,0,,,,
2378,74,Male,5,36,6,22,Basic,4346,0,,,,
2379,22,Female,24,11,0,13,Premium,4413,0,,,,
2380,20,Female,48,3,7,5,Standard,4477,0,,,,
2381,76,Male,51,37,4,0,Premium,4500,0,,,,
2382,18,Female,17,20,8,8,Basic,3855,0,,,,
2383,75,Female,21,32,7,11,Premium,4857,1,,,,
2384,77,Male,30,47,2,17,Premium,1318,0,,,,
2385,55,Female,35,25,0,28,Basic,1549,1,,,,
2386,32,Unknown,8,21,2,2,Standard,1687,0,,,,
2387,51,Male,45,16,1,20,Basic,4084,1,,,,
2388,78,Male,2,48,1,18,Basic,4849,0,,,,
2389,52,Female,32,42,3,2,Standard,3235,0,,,,
2390,66,Female,26,1,1,23,Basic,2320,0,,,,
2391,42,Male,42,23,7,13,Premium,496,0,,,,
2392,41,Female,0,43,4,3,Premium,3837,0,,,,
2393,29,Female,43,49,0,12,Standard,843,1,,,,
2394,,Female,56,24,5,12,Basic,1553,1,,,,
2395,32,Female,8,47,6,25,Basic,2117,1,,,,
2396,61,Male,4,25,0,1,Premium,4246,0,,,,
2397,33,Female,14,7,2,20,Premium,3386,0,,,,
2398,,Female,49,38,8,1,Basic,1925,1,,,,
2399,25,Male,8,47,6,9,Basic,2767,1,,,,
2400,77,Female,44,47,3,10,Basic,3711,0,,,,
2401,63,Female,27,39,5,27,Premium,2422,0,,,,
2402,42,Male,12,35,5,23,Standard,4883,1,,,,
2403,34,Female,23,14,2,14,Basic,2731,0,,,,
2404,46,Male,44,9,1,2,Standard,2053,1,,,,
2405,70,Male,58,3,4,13,Basic,461,0,,,,
2406,25,Male,9,38,7,17,Standard,499,1,,,,
2407,32,Male,41,,2,18,Standard,3754,0,,,,
2408,44,Female,21,41,4,18,Premium,894,0,,,,
2409,63,Male,38,33,2,0,Standard,662,0,,,,
2410,67,Female,59,41,6,18,Basic,3255,0,,,,
2411,69,Male,21,44,5,2,Standard,2374,1,,,,
2412,24,Female,36,32,5,19,Premium,2164,0,,,,
2413,20,Female,51,36,0,28,Standard,319,1,,,,
2414,46,Female,38,26,1,7,Basic,2731,0,,,,
2415,61,Male,19,48,5,24,Basic,2599,0,,,,
2416,70,Male,9,5,7,16,Basic,2116,1,,,,
2417,41,Male,9,49,4,0,Basic,725,1,,,,
2418,77,Female,25,30,1,5,Basic,1764,0,,,,
2419,75,Female,24,17,4,16,Basic,3441,1,,,,
2420,20,Female,52,6,8,27,Premium,1002,0,,,,
2421,37,Female,55,15,5,20,Standard,163,0,,,,
2422,63,Male,27,1,4,29,Basic,2091,1,,,,
2423,32,Female,12,13,9,27,Basic,2027,1,,,,
2424,42,Female,14,48,5,0,,1049,0,,,,
2425,47,Female,59,34,8,12,Standard,538,0,,,,
2426,,Female,59,30,6,23,,996,0,,,,
2427,24,Male,5,19,9,11,Standard,4776,1,,,,
2428,34,Male,51,2,2,4,Basic,2179,1,,,,
2429,79,Female,11,44,9,21,Premium,100,0,,,,
2430,61,Female,18,12,9,19,Standard,4901,1,,,,
2431,37,Male,31,40,4,12,Standard,4109,0,,,,
2432,53,Female,10,44,3,7,Standard,3153,0,,,,
2433,26,Male,37,24,4,11,Standard,2863,0,,,,
2434,55,Female,32,11,7,24,Standard,2733,0,,,,
2435,65,Unknown,1,2,5,8,Standard,4347,1,,,,
2436,74,Female,54,1,3,16,Standard,3532,0,,,,
2437,77,Female,14,28,4,13,Standard,2517,0,,,,
2438,39,Male,35,4,6,6,Premium,1782,0,,,,
2439,71,Male,4,41,7,3,Standard,662,1,,,,
2440,70,Female,14,30,4,28,Basic,357,0,,,,
2441,70,Male,42,7,1,28,Standard,1064,0,,,,
2442,19,Male,9,22,5,25,Basic,4841,0,,,,
2443,41,Female,16,26,8,26,Basic,4385,0,,,,
2444,25,Male,33,29,2,23,Basic,4773,0,,,,
2445,28,Female,51,25,6,6,Basic,1941,0,,,,
2446,30,Female,23,10,7,16,Basic,3975,0,,,,
2447,34,Female,9,20,5,16,Basic,4193,0,,,,
2448,25,Female,51,14,2,0,Standard,2754,0,,,,
2449,38,Female,29,33,0,1,Basic,4084,0,,,,
2450,35,Female,2,5,2,25,Basic,4700,0,,,,
2451,47,Female,50,45,5,17,Premium,2129,0,,,,
2452,35,Male,59,6,3,8,Premium,3915,1,,,,
2453,63,Female,36,22,0,4,Basic,1969,0,,,,
2454,64,Female,2,17,5,0,Premium,477,0,,,,
2455,48,Male,39,15,0,6,Standard,2492,0,,,,
2456,55,Male,4,39,7,25,Basic,2958,1,,,,
2457,49,Female,27,40,2,1,Standard,948,1,,,,
2458,28,Male,43,28,2,2,Premium,879,1,,,,
2459,62,Female,13,2,0,3,Standard,3511,1,,,,
2460,42,Unknown,38,18,2,2,Basic,965,0,,,,
2461,50,Male,10,27,6,18,Basic,3739,0,,,,
2462,77,Female,7,21,9,,Basic,2030,0,,,,
2463,55,Male,36,23,7,11,Basic,638,0,,,,
2464,58,Female,7,7,7,14,Basic,4129,0,,,,
2465,25,Male,11,48,2,3,Standard,1205,1,,,,
2466,28,Female,14,19,4,23,Standard,1865,1,,,,
2467,39,Male,18,9,0,0,Standard,1855,1,,,,
2468,68,Male,47,12,8,15,Basic,333,0,,,,
2469,41,Male,45,46,7,28,Basic,3363,1,,,,
2470,58,Male,27,30,9,5,Standard,3835,1,,,,
2471,34,Female,6,7,1,16,,3784,1,,,,
2472,29,Male,39,2,9,4,Standard,4985,0,,,,
2473,74,Female,6,17,0,22,Standard,4724,0,,,,
2474,63,Female,29,11,3,12,Basic,996,0,,,,
2475,49,Female,17,12,8,11,Basic,3695,0,,,,
2476,32,Female,23,3,7,0,Standard,375,0,,,,
2477,33,Female,5,21,2,24,Standard,502,1,,,,
2478,71,Male,57,14,9,11,Basic,2401,0,,,,
2479,39,Male,50,15,5,26,Basic,3148,0,,,,
2480,45,Female,3,42,8,24,Basic,2684,1,,,,
2481,37,Female,54,41,9,21,Basic,4358,1,,,,
2482,50,Unknown,2,10,7,29,Premium,2210,0,,,,
2483,27,Male,48,36,9,1,Basic,342,0,,,,
2484,57,Male,53,10,4,17,Premium,2450,1,,,,
2485,49,Male,50,17,8,8,Standard,1062,1,,,,
2486,67,Female,58,44,8,15,Standard,1239,1,,,,
2487,77,Female,46,25,2,28,Standard,2467,1,,,,
2488,50,Male,57,27,7,29,Standard,1145,1,,,,
2489,19,Female,5,33,3,29,Standard,1586,0,,,,
2490,50,Female,25,11,9,19,Basic,1064,1,,,,
2491,50,Female,43,13,6,14,Basic,2765,1,,,,
2492,58,Male,50,1,9,21,Standard,2111,0,,,,
2493,30,Female,37,31,7,28,Basic,3507,1,,,,
2494,47,Female,10,33,6,9,Basic,469,0,,,,
2495,50,Female,51,21,4,1,Premium,1494,0,,,,
2496,30,Female,28,16,0,,Premium,928,0,,,,
2497,69,Male,19,39,7,17,Premium,2175,0,,,,
2498,43,Male,9,23,4,,Standard,2996,0,,,,
2499,39,Female,25,10,2,17,Basic,4645,1,,,,
2500,56,Male,47,48,1,13,Basic,4722,0,,,,
2501,19,Female,26,33,2,7,Premium,282,0,,,,
2502,55,Female,49,22,8,4,Premium,475,0,,,,
2503,56,Female,13,41,1,,Basic,1929,1,,,,
2504,43,Male,35,6,9,7,Standard,4090,0,,,,
2505,63,Male,58,,0,10,Premium,309,0,,,,
2506,75,Female,11,36,1,23,Standard,4227,0,,,,
2507,67,Male,51,47,1,28,Premium,2191,0,,,,
2508,,Female,58,10,4,22,Basic,985,1,,,,
2509,51,Female,22,16,0,20,Standard,3806,1,,,,
2510,59,Male,20,13,9,6,Standard,4567,1,,,,
2511,72,Female,7,20,7,12,Standard,1094,1,,,,
2512,61,Male,38,4,1,16,,2589,0,,,,
2513,66,Male,57,20,5,18,Premium,2761,0,,,,
2514,57,Unknown,8,22,4,2,Basic,3615,0,,,,
2515,28,Unknown,23,29,1,1,Basic,4162,0,,,,
2516,78,Female,30,16,9,5,Standard,4433,0,,,,
2517,20,Female,24,43,0,18,Basic,1454,1,,,,
2518,76,Female,16,47,5,14,Basic,2919,0,,,,
2519,23,Male,41,43,5,3,Standard,4498,1,,,,
2520,26,Male,28,23,2,18,Standard,2026,1,,,,
2521,23,Female,59,30,7,6,Premium,328,1,,,,
2522,26,Male,2,30,8,19,Basic,3311,0,,,,
2523,56,Female,20,43,2,20,Basic,4010,1,,,,
2524,48,Female,56,3,8,13,Basic,4249,0,,,,
2525,49,Female,7,24,7,6,Standard,2739,0,,,,
2526,58,Female,13,49,4,19,Standard,1394,0,,,,
2527,67,Male,57,37,5,13,Basic,4325,0,,,,
2528,29,Male,38,13,0,21,Basic,1648,0,,,,
2529,25,Female,15,42,4,24,Basic,616,0,,,,
2530,25,Female,17,32,9,21,Standard,3588,1,,,,
2531,67,Female,30,37,9,4,Basic,3155,0,,,,
2532,45,Female,10,12,6,14,Basic,4707,0,,,,
2533,79,Male,37,8,0,11,Basic,3109,0,,,,
2534,37,Female,19,24,9,29,Premium,2080,0,,,,
2535,79,Female,52,44,8,28,Basic,324,1,,,,
2536,64,Male,45,16,6,16,Basic,2350,0,,,,
2537,76,Male,52,32,3,,Basic,3002,1,,,,
2538,24,Female,44,34,3,20,Basic,3081,1,,,,
2539,28,Female,3,35,9,4,Standard,235,0,,,,
2540,37,Male,19,32,6,,Basic,3975,0,,,,
2541,33,Female,30,17,5,9,Standard,1152,0,,,,
2542,21,Male,19,2,2,11,Premium,1474,0,,,,
2543,23,Male,10,26,8,1,Standard,3137,0,,,,
2544,75,Female,49,44,5,16,Basic,1451,1,,,,
2545,39,Female,0,17,1,24,Basic,4029,0,,,,
2546,43,Female,43,38,9,4,Standard,1493,0,,,,
2547,20,Male,17,49,1,25,Standard,470,0,,,,
2548,58,Male,38,2,0,27,Premium,4833,0,,,,
2549,77,Male,43,8,4,14,Premium,1759,1,,,,
2550,59,Male,32,46,9,19,Standard,1021,1,,,,
2551,31,Male,53,6,5,22,Basic,3543,0,,,,
2552,28,Male,35,9,2,12,Basic,1376,1,,,,
2553,35,Male,17,1,3,19,Premium,4042,0,,,,
2554,71,Male,46,5,4,10,Standard,2586,0,,,,
2555,29,Female,30,39,3,17,Standard,701,0,,,,
2556,40,Male,34,9,8,8,Standard,2165,0,,,,
2557,29,Male,38,14,2,15,Standard,318,0,,,,
2558,30,Female,37,27,4,23,Standard,4707,0,,,,
2559,42,Male,14,9,6,27,Basic,1301,0,,,,
2560,62,Female,46,36,6,14,Standard,308,0,,,,
2561,68,Male,5,29,5,3,Basic,1936,0,,,,
2562,75,Male,7,20,8,23,Standard,3306,0,,,,
2563,36,Male,39,15,6,11,Basic,310,0,,,,
2564,72,Male,21,36,3,12,Standard,3838,0,,,,
2565,63,Female,0,3,9,8,Premium,3723,0,,,,
2566,53,Female,57,23,8,14,Standard,372,1,,,,
2567,62,Male,12,46,5,17,Basic,1826,0,,,,
2568,25,Male,54,9,0,19,Basic,3679,1,,,,
2569,46,Female,23,30,8,26,Basic,2881,0,,,,
2570,72,Male,20,19,6,21,,601,0,,,,
2571,70,Female,44,38,5,6,Standard,3925,0,,,,
2572,72,Male,42,3,5,20,Standard,4044,0,,,,
2573,49,Female,3,48,3,25,Basic,1973,1,,,,
2574,68,Male,6,3,3,11,Standard,1209,1,,,,
2575,61,Male,59,34,2,9,Basic,2327,1,,,,
2576,35,Female,11,2,7,28,Basic,3164,0,,,,
2577,23,Female,58,27,7,6,Basic,3251,0,,,,
2578,35,Female,12,23,1,13,Basic,1449,0,,,,
2579,36,Female,53,42,4,26,Basic,4950,0,,,,
2580,39,Female,43,32,8,14,Standard,108,0,,,,
2581,54,Male,15,47,8,3,Basic,3599,0,,,,
2582,49,Female,5,35,6,7,Basic,4387,1,,,,
2583,73,Male,13,40,3,,Basic,1213,0,,,,
2584,58,Female,50,18,3,28,Standard,3591,1,,,,
2585,76,Unknown,47,27,9,18,Basic,3576,0,,,,
2586,20,Male,58,11,6,4,Standard,4687,0,,,,
2587,45,Male,57,39,2,21,Basic,776,0,,,,
2588,27,Male,30,19,2,2,Standard,2872,0,,,,
2589,68,Male,35,25,4,9,Premium,1483,1,,,,
2590,,Female,36,7,5,14,Premium,2342,0,,,,
2591,78,Male,40,31,7,1,Standard,598,1,,,,
2592,46,Male,55,2,0,20,Standard,1740,0,,,,
2593,71,Female,34,38,6,9,Standard,1954,1,,,,
2594,32,Female,53,5,7,21,Premium,4349,1,,,,
2595,50,Female,9,14,4,15,Premium,1169,0,,,,
2596,24,Female,16,18,9,2,Standard,4376,0,,,,
2597,29,Female,50,36,1,6,Standard,1695,1,,,,
2598,66,Unknown,41,4,3,18,Basic,3927,1,,,,
2599,47,Female,29,24,5,14,Standard,4421,1,,,,
2600,38,Female,43,13,8,11,Standard,3203,1,,,,
2601,48,Male,54,21,1,28,Premium,446,1,,,,
2602,75,Male,6,33,3,1,Premium,2322,1,,,,
2603,78,Female,17,20,9,29,Standard,928,1,,,,
2604,41,Female,18,5,4,12,Premium,1729,0,,,,
2605,37,Female,14,24,7,25,,3301,1,,,,
2606,54,Unknown,38,35,7,19,Premium,1786,0,,,,
2607,21,Female,43,30,1,18,Standard,4447,0,,,,
2608,45,Female,21,28,5,6,Standard,1575,1,,,,
2609,61,Female,38,45,5,23,Standard,1544,1,,,,
